지역_위치별(주유소),,,,,,,,,
,,,,,,,,,(단위 : 원/리터)
지역,상호,주소,상표,전화번호,셀프여부,고급휘발유,휘발유,경유,실내등유
부산광역시,용마주유소,부산 사상구 가야대로 329 (주례동),알뜰주유소,051-311-3653,Y,-,1495,1489,-
부산광역시,스마트주유소,부산 사상구 가야대로 377,현대오일뱅크,051-314-5151,Y,-,1495,1489,-
부산광역시,에스씨(주) 새문주유소,부산 사상구 학감대로 30 (학장동),GS칼텍스,051-324-3502,Y,-,1495,1489,-
부산광역시,광신석유(주)직영 가야대로주유소,부산 사상구 가야대로 395,SK에너지,070-4788-8153,Y,1999,1495,1489,-
부산광역시,세원주유소,부산 사상구 학감대로 178,알뜰주유소,051-328-5311,Y,-,1495,1489,1490
부산광역시,서부산IC주유소,부산 사상구 학감대로 170,SK에너지,051-328-5189,Y,1848,1495,1489,1580
부산광역시,우리주유소,부산 사상구 백양대로 701 (덕포동),알뜰주유소,051-304-3654,Y,-,1508,1495,-
부산광역시,성림주유소,부산 사상구 백양대로 480,현대오일뱅크,051-545-5151,Y,-,1508,1495,-
부산광역시,(주)좋은기름나라새사상셀프주유소지점,부산 사상구 새벽로 154,S-OIL,051-328-2270,Y,1854,1515,1488,1600
부산광역시,광신홀딩스㈜ 직영 낙동대로주유소,부산 사상구 낙동대로 935 (감전동),SK에너지,051-311-0131,Y,-,1515,1489,-
부산광역시,부영석유(주)도매주유소,부산 사상구 가야대로 10 (감전동),GS칼텍스,051-315-1117,Y,-,1515,1488,-
부산광역시,지에이치주유소,부산 사상구 백양대로 349 (주례동),현대오일뱅크,051-791-2847,Y,-,1515,1499,-
부산광역시,구룡주유소,부산 사상구 가야대로 150 (학장동),현대오일뱅크,051-316-4360,Y,-,1515,1495,-
부산광역시,(주)부영에너지,부산 사상구 낙동대로 994 (감전동),SK에너지,051-317-0296,Y,-,1515,1488,1650
부산광역시,행복한셀프주유소,부산 사상구 학감대로 73 (학장동),현대오일뱅크,051-327-7547,Y,-,1519,1489,-
부산광역시,엔씨네트웍스(주)직영주유소,부산 사상구 사상로 105,SK에너지,051-913-5151,Y,-,1525,1488,-
부산광역시,㈜덕양에너지직영 굿모닝주유소,부산 사상구 학감대로 70 (학장동),SK에너지,051-323-2123,Y,-,1525,1489,-
부산광역시,(주)덕양에너지 직영 구덕산주유소,부산 사상구 학감대로 98 (학장동),SK에너지,051-323-9890,Y,-,1525,1489,-
부산광역시,(주)유창주유소,부산 사상구 낙동대로 753 (엄궁동),자가상표,051-328-4422,N,-,1527,1557,1650
부산광역시,가락타운주유소,부산 사상구 낙동대로 730 (엄궁동),SK에너지,051-325-1200,Y,-,1527,1557,-
부산광역시,경동주유소,부산 사상구 백양대로 386 (주례동),현대오일뱅크,051-311-6114,Y,-,1534,1495,1600
부산광역시,(주)지엠지 우경주유소,부산 사상구 백양대로 477 (주례동),S-OIL,051-312-0951,Y,1848,1535,1495,-
부산광역시,한라주유소,부산 사상구 학장로 107 (학장동),SK에너지,051-326-9398,Y,-,1537,1537,1650
부산광역시,아산주유소,부산 사상구 새벽로 1 (학장동),S-OIL,051-312-0051,Y,1857,1537,1537,1650
부산광역시,㈜제이와이비젼 명성주유소,부산 사상구 학감대로 220 (감전동),GS칼텍스,051-324-5085,Y,-,1555,1555,1600
부산광역시,(주)호림에너지 호림주유소,부산 사상구 낙동대로 669 (엄궁동),현대오일뱅크,051-317-5187,N,-,1558,1558,1500
부산광역시,대흥오일뱅크주유소,부산 사상구 새벽로 2,현대오일뱅크,051-312-2526,N,-,1558,1618,1690
